...1,BIB,Nombre,Tiempo Oficial,Tiempo Chip,Paso por Km,Velocidad Media,Split 5k,Split 10k,Split 15k,Split 20k
181,1749,DIEGO VILLARREAL BRAVO,01:31:51,01:26:24,04:04 /km,14.65 km/h,00:20:13,00:41:01,01:02:15,01:22:19
182,19284,DIEGO BACA HERNÁNDEZ,01:32:33,01:26:27,04:04 /km,14.64 km/h,00:20:01,00:41:06,01:02:06,01:22:04
183,3400,JUAN PABLO ESQUIVEL MARIN,01:26:32,01:26:31,04:04 /km,14.63 km/h,00:19:45,00:40:36,01:01:56,01:22:13
184,18779,ABNER CARRASCO BERNAL,01:32:40,01:26:31,04:04 /km,14.63 km/h,00:19:50,00:40:06,01:01:20,01:22:14
185,14994,JUAN ALBERTO GARCIA MARTINEZ,01:39:30,01:26:35,04:04 /km,14.62 km/h,00:21:41,00:42:22,01:03:00,01:22:34
186,17759,SANTIAGO OLAYA CARRILLO,01:32:44,01:26:38,04:04 /km,14.61 km/h,00:20:58,00:41:53,01:02:46,01:22:37
187,10043,ALBERTO LIRA GONZÁLEZ,01:38:13,01:26:43,04:04 /km,14.59 km/h,00:20:50,00:41:34,01:02:34,01:22:19
188,19986,PABLO GARCIA VON WESTARP,01:32:05,01:26:45,04:04 /km,14.59 km/h,00:21:12,00:41:41,01:02:55,01:22:37
189,24359,LEONARDO SOSA CUEVAS,01:32:49,01:26:47,04:04 /km,14.58 km/h,00:19:33,00:40:44,01:02:12,01:22:28
190,5792,JORGE ÁNGEL LÓPEZ CORONA,01:38:19,01:26:47,04:04 /km,14.58 km/h,00:19:38,00:40:41,01:01:40,01:22:31
191,24518,MARIANO ARAMBURU GONZALEZ,01:32:30,01:26:49,04:04 /km,14.58 km/h,00:20:41,00:41:23,01:02:43,01:22:36
192,1043,EDGAR ARIAS CERVANTES,01:38:18,01:26:52,04:04 /km,14.57 km/h,00:20:00,00:41:31,01:02:53,01:22:33
193,5926,JOURDAN MENDIETA PUERTO,01:26:56,01:26:55,04:04 /km,14.56 km/h,00:19:16,00:40:10,01:02:12,01:22:49
194,28343,JAVIER GARCÍA FLORES,01:33:03,01:26:56,04:04 /km,14.56 km/h,00:19:33,00:40:06,01:01:34,01:22:31
195,8310,LUIS EDUARDO REYNOSO RUIZ,01:40:10,01:26:57,04:04 /km,14.55 km/h,00:21:24,00:42:11,01:03:07,01:22:55
196,19606,ALAN OMAR SERNA GARCÍA,01:32:53,01:26:58,04:04 /km,14.55 km/h,00:19:56,00:40:47,01:02:05,01:22:41
197,13578,PATRICIO AGUILAR MÁRQUEZ,01:26:59,01:26:58,04:04 /km,14.55 km/h,00:20:14,00:40:52,01:02:58,01:23:06
198,772,ALDO REYES CRUZ,01:32:19,01:26:59,04:04 /km,14.55 km/h,00:19:57,00:41:08,01:02:19,01:22:43
199,6681,ALFONSO MARTÍNEZ MARTÍNEZ,01:32:14,01:26:59,04:04 /km,14.55 km/h,00:21:12,00:41:52,01:02:43,01:23:07
200,11010,ENRIQUE VALERIO MENDEZ LOPEZ,01:38:53,01:27:00,04:04 /km,14.55 km/h,00:20:31,00:41:41,01:02:34,01:22:46
201,26956,MAURICIO CRUZ GARCÍA,01:32:22,01:27:01,04:07 /km,14.54 km/h,00:20:25,00:41:16,01:02:22,01:22:45
202,8684,VÍCTOR RIVAS HERNÁNDEZ,01:35:19,01:27:06,04:07 /km,14.53 km/h,00:22:43,00:42:54,01:03:36,01:22:52
203,2968,ALEJANDRO DANIEL PENA RESENDIZ,01:32:30,01:27:11,04:07 /km,14.52 km/h,00:20:12,00:40:51,01:02:07,01:22:44
204,2775,FERNANDO SÁNCHEZ LEÓN ORANTES,01:33:07,01:27:15,04:07 /km,14.51 km/h,00:20:29,00:41:04,01:02:21,01:22:59
205,22770,VICTOR RAMSES VILLANUEVA VARGAS,01:33:43,01:27:15,04:07 /km,14.50 km/h,00:19:59,00:40:51,01:02:17,01:22:48
206,24685,EMILIANO ALEJANDRO RANGEL MONTES DE OCA,01:38:44,01:27:18,04:07 /km,14.49 km/h,00:21:02,00:42:26,01:03:42,01:23:20
207,24629,RODRIGO FABIÁN VELÁZQUEZ,01:38:48,01:27:19,04:07 /km,14.49 km/h,00:21:06,00:42:27,01:03:33,01:23:18
208,13103,JOSUÉ MORALES SALAZAR,01:27:29,01:27:22,04:07 /km,14.48 km/h,00:20:58,00:41:49,01:03:08,01:23:16
209,1285,SERGIO ZUMPANO PINEDO,01:33:22,01:27:28,04:07 /km,14.47 km/h,00:21:11,00:42:29,01:03:29,01:23:25
210,5933,ALVARO ALMONTE TEHUITZIL,01:38:56,01:27:32,04:07 /km,14.46 km/h,00:19:44,00:40:25,01:02:05,01:22:53
211,14308,ALEJANDRO BORJA ESPINOSA,01:33:43,01:27:40,04:07 /km,14.44 km/h,00:20:23,00:41:25,01:02:49,01:23:22
212,5337,LUIS ALEJANDRO PEGUERO VARGAS,01:39:13,01:27:41,04:07 /km,14.43 km/h,00:21:10,00:42:01,01:03:04,01:23:20
213,27754,FRANCISCO JAVIER MARQUEZ CARRILLO,01:33:01,01:27:43,04:07 /km,14.43 km/h,00:20:40,00:41:37,01:02:48,01:23:23
214,21634,ALONSO RIVERA BENITEZ,01:39:09,01:27:45,04:07 /km,14.42 km/h,00:21:15,00:42:38,01:03:48,01:23:48
215,27003,SALVADOR MENDOZA UGALDE,01:58:09,01:27:48,04:07 /km,14.41 km/h,00:20:49,00:43:03,01:04:19,01:23:44
216,24796,ALVARO VALENZUELA IRURITA,01:33:42,01:28:00,04:10 /km,14.38 km/h,00:20:52,00:42:08,01:03:33,01:23:45
217,3205,EDUARDO MALDONADO HERRERA,01:33:43,01:28:01,04:10 /km,14.38 km/h,00:20:17,00:41:29,01:02:56,01:23:27
218,25897,ROBERTO GARCIA GARCIA,01:33:23,01:28:03,04:10 /km,14.37 km/h,00:20:14,00:41:35,01:03:09,01:23:54
219,29732,EVANDER GIOVANNI SÁNCHEZ BANALES,01:34:03,01:28:06,04:10 /km,14.37 km/h,00:20:39,00:41:54,01:03:12,01:23:48
220,5460,BORISLAV STERN RULL,01:39:38,01:28:07,04:10 /km,14.36 km/h,00:21:09,00:42:01,01:03:05,01:23:44
221,24390,ALDO RAMIREZ ROBLES,01:41:26,01:28:09,04:10 /km,14.36 km/h,00:19:34,00:39:49,01:01:25,01:23:24
222,24889,ROBERTO PALMA SÁNCHEZ,01:34:34,01:28:10,04:10 /km,14.35 km/h,00:21:08,00:41:55,01:03:04,01:23:43
223,10666,DAVID PENA PERALTA,01:34:12,01:28:11,04:10 /km,14.35 km/h,00:20:48,00:42:02,01:03:23,01:24:01
224,17210,MANUEL ALEJANDRO JUAREZ AGUILAR,01:33:37,01:28:12,04:10 /km,14.35 km/h,00:19:04,00:40:19,01:01:14,01:22:56
225,8315,JOSÉ MANUEL GARCÍA NAVARRO,01:33:45,01:28:12,04:10 /km,14.35 km/h,00:21:03,00:42:46,01:04:04,01:24:09
226,1346,BRUNO ANTONIO JUÁREZ GONZÁLEZ,01:33:44,01:28:16,04:10 /km,14.34 km/h,00:19:40,00:40:54,01:02:48,01:23:56
227,1865,JORGE CARLOS MORFÍN GONZÁLEZ,01:34:28,01:28:17,04:10 /km,14.34 km/h,00:21:10,00:42:38,01:04:02,01:24:12
228,27966,MIGUEL ANGEL TORRES FRANCO,01:42:22,01:28:18,04:10 /km,14.33 km/h,00:23:16,00:45:00,01:05:46,01:24:29
229,19582,ARIEL JIMENEZ HERRERA,01:39:55,01:28:27,04:10 /km,14.31 km/h,00:19:55,00:41:57,01:03:33,01:24:03
230,21551,FERNANDO RODRÍGUEZ SEGOVIA,01:39:54,01:28:28,04:10 /km,14.31 km/h,00:21:07,00:42:28,01:03:34,01:24:09
231,24098,ALAN SARFATI HIRSHFELD,01:35:05,01:28:29,04:10 /km,14.30 km/h,00:20:43,00:41:56,01:03:32,01:24:09
232,24943,OSCAR SÁNCHEZ RODRÍGUEZ,01:40:16,01:28:29,04:10 /km,14.30 km/h,00:21:26,00:43:04,01:04:14,01:24:13
233,27668,JUAN PABLO BLANES ALVERDE,01:41:07,01:28:30,04:10 /km,14.30 km/h,00:21:42,00:43:00,01:04:19,01:24:12
234,1509,TOMAS CABREJAS RUIZ,01:39:54,01:28:32,04:10 /km,14.30 km/h,00:41:51,01:03:13,01:23:57,NA
235,29946,MOISES GONZALEZ MORENO,01:34:14,01:28:39,04:10 /km,14.27 km/h,00:21:13,00:42:43,01:04:25,01:24:27
236,22765,ALEJANDRO GARCIA GONZALEZ,01:40:12,01:28:42,04:10 /km,14.27 km/h,00:20:11,00:41:35,01:04:34,01:24:25
237,3283,KLISMAN AXEL LINARES GARDUNO,01:41:56,01:28:44,04:10 /km,14.26 km/h,00:22:19,00:43:47,01:05:01,01:24:42
238,27703,JESUS MENESES TENORIO,01:35:19,01:28:49,04:10 /km,14.25 km/h,00:21:56,00:43:01,01:04:06,01:24:35
239,10871,SANTIAGO CORRAL GARCÍA,01:35:02,01:28:50,04:10 /km,14.24 km/h,00:21:35,00:43:03,01:04:33,01:24:45
240,13999,JUAN CARLOS SOTO MARTÍNEZ,01:34:56,01:28:51,04:10 /km,14.24 km/h,00:21:35,00:43:16,01:04:37,01:24:47
241,11150,MARCO ANTONIO REYES SÁNCHEZ,01:34:07,01:28:52,04:10 /km,14.24 km/h,00:20:02,00:41:39,01:04:01,01:24:32
242,2158,ISAAC BENJAMIN SALAZAR HERNÁNDEZ,01:34:06,01:28:52,04:10 /km,14.24 km/h,00:19:14,00:40:50,01:03:17,01:24:24
243,27616,LEONARDO SÁNCHEZ RAMÍREZ,01:34:34,01:28:52,04:10 /km,14.24 km/h,00:19:40,00:40:28,01:02:28,01:24:01
244,14478,LEONARDO REYNOSO AVILA,01:34:24,01:28:55,04:10 /km,14.23 km/h,00:19:41,00:40:52,01:02:51,01:24:22
245,7082,AARON CHAFINO MORENO,01:41:48,01:28:56,04:10 /km,14.23 km/h,00:21:20,00:42:42,01:04:18,01:24:33
246,6426,LUIS EMMANUEL JIMÉNEZ RAVIELA,01:39:52,01:28:57,04:10 /km,14.23 km/h,00:20:34,00:41:46,01:03:45,01:24:44
247,6245,EDUARDO DE JESUS GONZALEZ,01:34:39,01:28:58,04:10 /km,14.23 km/h,00:20:31,00:41:31,01:03:30,01:24:23
248,13710,RICARDO FRANCISCO HERNANDEZ DIAZ,01:41:55,01:28:59,04:10 /km,14.22 km/h,00:21:56,00:43:27,01:04:42,01:24:58
249,24694,EDUARDO LONGINOS MANUEL,01:41:41,01:29:01,04:13 /km,14.22 km/h,00:21:46,00:42:48,01:04:11,01:24:46
250,10277,MOISES ARIZPE ROJO,01:41:43,01:29:01,04:13 /km,14.22 km/h,00:21:44,00:43:04,01:04:33,01:24:54
251,11611,GERARDO MARTÍN VÁZQUEZ FLORES,01:34:35,01:29:01,04:13 /km,14.22 km/h,00:21:13,00:42:43,01:04:25,01:24:51
252,29546,URI ALEJANDRO SOSA ORTIZ,01:40:35,01:29:03,04:13 /km,14.21 km/h,00:21:26,00:43:08,01:04:36,01:24:54
253,21361,SANTIAGO CANSECO AGUILAR,01:35:19,01:29:04,04:13 /km,14.21 km/h,00:21:17,00:42:49,01:04:34,01:24:51
254,8620,ALEJANDRO MONTENEGRO LOPEZ,01:35:02,01:29:06,04:13 /km,14.20 km/h,00:20:37,00:41:21,01:02:41,01:24:36
255,12860,EDGAR ADRIAN ESCOBAR AGUILAR,01:34:49,01:29:08,04:13 /km,14.20 km/h,00:21:09,00:42:37,01:04:04,01:24:53
256,4518,SANTIAGO ABASCAL DIENER,01:35:19,01:29:09,04:13 /km,14.19 km/h,00:21:35,00:43:05,01:04:32,01:24:47
257,11330,LUIS RODRIGUEZ VIZCARRA GOMEZ,01:42:40,01:29:10,04:13 /km,14.19 km/h,00:22:08,00:43:40,01:05:00,01:24:57
258,25134,ESTEBAN GONZALEZ MACIAS,01:34:45,01:29:10,04:13 /km,14.19 km/h,00:21:11,00:42:43,01:04:24,01:24:51
259,11343,LUIS MANUEL LORENZANA LEYVA,01:34:55,01:29:15,04:13 /km,14.18 km/h,00:20:06,00:40:33,01:01:26,01:24:42
260,22584,FERNANDO ANTONIO ROMERO VALENZUELA,01:35:19,01:29:17,04:13 /km,14.17 km/h,00:21:12,00:43:02,01:04:40,01:24:59
261,18374,DIEGO ANDRADE RODRIGUEZ,01:40:42,01:29:17,04:13 /km,14.17 km/h,00:21:03,00:42:26,01:04:17,01:24:55
262,29042,ESTEBAN RUIZ DE ESPARZA LOPEZ,01:40:42,01:29:18,04:13 /km,14.17 km/h,00:21:04,00:42:28,01:04:10,01:25:04
263,17049,CARLOS GARCÍA SÁNCHEZ,01:34:34,01:29:19,04:13 /km,14.17 km/h,00:20:15,00:41:26,01:03:28,01:24:54
264,15928,ANTONIO QUINTANA MORALES,01:44:41,01:29:22,04:13 /km,14.16 km/h,00:23:32,00:45:19,01:05:39,01:25:13
265,25567,JULIO CESAR JUAREZ SANTIAGO,01:34:37,01:29:22,04:13 /km,14.16 km/h,00:20:44,00:42:11,01:04:25,01:24:59
266,24375,EDISON BLADIMIR ROBLES ONTAÑON,01:34:58,01:29:22,04:13 /km,14.16 km/h,00:20:15,00:41:20,01:03:52,01:25:05
267,3768,CÉSAR HERNÁNDEZ RAFAEL,01:40:59,01:29:23,04:13 /km,14.16 km/h,00:20:58,00:42:24,01:04:14,01:24:58
268,14907,ESTEBAN ALBERTO CORTES ADAME,01:41:26,01:29:23,04:13 /km,14.16 km/h,00:22:04,00:43:39,01:04:54,01:25:22
269,21818,ADRIÁN SUMUANO PENA,01:44:49,01:29:23,04:13 /km,14.16 km/h,00:20:47,00:43:01,01:04:35,01:25:15
270,18228,BENJAMIN TELLEZ JIMÉNEZ,01:29:27,01:29:24,04:13 /km,14.16 km/h,00:21:59,00:43:45,01:05:07,01:25:12
271,17265,OSCAR CARLOS PÉREZ VERDÍA BAYNE,01:41:24,01:29:28,04:13 /km,14.15 km/h,00:21:23,00:43:08,01:04:51,01:25:14
272,2637,FEDERICO GURZA BARRIOS,01:40:54,01:29:31,04:13 /km,14.14 km/h,00:21:03,00:42:28,01:04:18,01:25:07
273,28530,GERARDO YAEL GARCIA ESPINOZA,01:40:55,01:29:32,04:13 /km,14.14 km/h,00:20:22,00:41:49,01:03:56,01:25:16
274,1157,ALVARO GUTIERREZ GUZMAN,01:35:23,01:29:32,04:13 /km,14.13 km/h,00:21:38,00:42:57,01:04:24,01:25:20
275,6551,ALDO MANCILLA ALVAREZ,01:36:05,01:29:34,04:13 /km,14.13 km/h,00:21:22,00:42:56,01:04:50,01:25:10
276,15834,JORGE LOPEZ VELARDE CASTRO,01:41:01,01:29:35,04:13 /km,14.13 km/h,00:20:54,00:42:48,01:04:25,01:25:09
277,18723,RICARDO AVILA AMEZCUA,01:41:03,01:29:36,04:13 /km,14.13 km/h,00:20:12,00:41:15,01:02:29,01:24:42
278,1257,ALEJANDRO BETANZOS RODRÍGUEZ,01:43:02,01:29:37,04:13 /km,14.12 km/h,00:22:15,00:43:41,01:05:07,01:25:20
279,13560,JESUS GUSTAVO HERNANDEZ HERRERIAS,01:34:55,01:29:38,04:13 /km,14.12 km/h,00:19:38,00:41:45,01:04:03,01:25:05
280,9456,RAUL EDUARDO QUINONES ACOSTA,01:47:36,01:29:40,04:13 /km,14.11 km/h,00:22:42,00:43:54,01:05:21,01:25:30
281,13097,FRANCISCO ESTEBAN LEON MORENO,01:35:48,01:29:40,04:13 /km,14.11 km/h,00:21:27,00:43:25,01:05:01,01:25:33
282,28911,PABLO GALVAN LONG,01:43:29,01:29:43,04:13 /km,14.10 km/h,00:22:13,00:43:25,01:05:09,01:25:21
283,591,MIGUEL ANGEL MACLACALA CRUZ,01:30:37,01:29:44,04:13 /km,14.10 km/h,00:21:10,00:43:02,01:04:55,01:25:31
284,19269,JUAN CARLOS MOLINA HILL,01:43:45,01:29:47,04:13 /km,14.10 km/h,00:21:38,00:43:02,01:04:36,01:25:17
285,19211,FERNANDO ARIEL GARCIA TERRON,01:41:22,01:29:48,04:13 /km,14.09 km/h,00:22:07,00:43:55,01:05:34,01:25:44
286,6751,FERNANDO MIÑAUR OLIVARES,01:41:17,01:29:50,04:13 /km,14.09 km/h,00:21:45,00:43:14,01:05:10,01:25:42
287,14354,JOSE EDUARDO SERRANO CABALLERO,01:35:06,01:29:52,04:13 /km,14.08 km/h,00:19:54,00:40:52,01:02:15,01:25:53
288,29336,JUAN DIEGO PEÑA ROMERO,01:35:17,01:29:53,04:13 /km,14.08 km/h,00:20:39,00:42:25,01:04:10,01:25:28
289,5013,OSCAR HERNANDEZ MARTIN,01:41:37,01:29:54,04:13 /km,14.08 km/h,00:21:29,00:42:54,01:04:37,01:25:41
290,24211,ALVARO TORRES DE NICOLAS,01:41:44,01:29:56,04:13 /km,14.07 km/h,00:20:57,00:42:57,01:04:41,01:25:48
291,26319,EDUARDO PÉREZ JIMÉNEZ,01:42:36,01:29:56,04:13 /km,14.07 km/h,00:21:47,00:42:49,01:04:42,01:25:28
292,28881,GABRIEL CHAVEZ PONCE,01:41:23,01:29:57,04:13 /km,14.07 km/h,00:21:25,00:43:11,01:05:10,01:25:39
293,603,JOSE PABLO PLASENCIA LOPEZ LIO,01:41:38,01:29:57,04:13 /km,14.07 km/h,00:21:32,00:43:23,01:05:11,01:25:50
294,3271,JOSÉ RAMÓN PÉREZ DÍAZ,01:52:38,01:30:02,04:15 /km,14.06 km/h,00:21:41,00:43:39,01:04:53,01:25:43
295,25324,OCTAVIO GARCIA GUTIERREZ,01:35:29,01:30:03,04:15 /km,14.05 km/h,00:21:15,00:43:00,01:04:56,01:25:46
296,8541,NICOLÁS ZEPETA SALAS,01:41:28,01:30:03,04:15 /km,14.05 km/h,00:21:20,00:43:20,01:05:04,01:25:51
297,29363,SERGIO ADRIÁN CASTILLO MORA,01:42:23,01:30:04,04:15 /km,14.05 km/h,00:20:47,00:42:32,01:04:24,01:25:27
298,11099,ANUAR VARGAS LEMUS,01:35:22,01:30:05,04:15 /km,14.05 km/h,00:22:08,00:43:56,01:05:35,01:26:07
299,12073,GERARDO TLAPANCO SOTO,01:41:47,01:30:07,04:15 /km,14.04 km/h,00:20:31,00:42:14,01:04:27,01:25:37
300,19079,MARIO ARMANDO MARTINEZ CEJA,01:35:21,01:30:08,04:15 /km,14.04 km/h,00:19:20,00:39:43,01:02:21,01:25:08
301,26584,RODRIGO TINAJERA OLGUÍN,01:42:24,01:30:08,04:15 /km,14.04 km/h,00:21:35,00:43:37,01:05:33,01:26:01
302,28023,MIGUEL SANCHEZ GARCIA,01:46:42,01:30:12,04:15 /km,14.03 km/h,00:22:19,00:43:25,01:04:52,01:25:50
303,10198,JORGE GONZALEZ HERNANDEZ,01:42:02,01:30:16,04:15 /km,14.02 km/h,00:21:14,00:42:49,01:05:00,01:25:51
304,23496,JONATHAN HERNANDEZ HINOJOSA,01:47:25,01:30:16,04:15 /km,14.02 km/h,00:21:52,00:43:03,01:04:39,01:25:30
305,7536,VICTOR ARTURO MACLACALA CRUZ,01:31:11,01:30:17,04:15 /km,14.02 km/h,00:21:07,00:42:59,01:04:53,01:25:50
306,4362,JOSE ANCONA CABASSO,01:35:35,01:30:18,04:15 /km,14.01 km/h,00:22:08,00:43:58,01:05:34,01:26:07
307,12285,ALEJANDRO GAMA HERNÁNDEZ,01:41:52,01:30:23,04:15 /km,14.00 km/h,00:20:49,00:42:14,01:04:02,01:25:41
308,6462,JOSÉ GERARDO JUÁREZ ALBANIL,01:45:17,01:30:24,04:15 /km,14.00 km/h,00:22:30,00:44:23,01:05:47,01:26:14
309,12333,DAVID IGNACIO GUTIERREZ PINEDA,01:36:50,01:30:24,04:15 /km,14.00 km/h,00:21:45,00:43:31,01:05:18,01:26:09
310,19335,MICHAEL GUTIÉRREZ HERNÁNDEZ,01:36:38,01:30:25,04:15 /km,13.99 km/h,00:21:29,00:42:54,01:04:46,01:25:55
311,728,ANDRES GUILLEN GUTIERREZ,01:35:46,01:30:26,04:15 /km,13.99 km/h,00:21:16,00:43:07,01:04:59,01:26:13
312,28001,JONATHAN FABIÁN VELOZ CAMPOS,01:42:15,01:30:28,04:15 /km,13.99 km/h,00:21:10,00:42:27,01:04:40,01:26:06
313,27008,OMAR RAMOS NERI,01:36:57,01:30:29,04:15 /km,13.98 km/h,00:22:09,00:44:13,01:06:14,01:26:21
314,9129,DIEGO ARMANDO CARDENAS LOPEZ,01:42:33,01:30:31,04:15 /km,13.98 km/h,00:19:55,00:41:23,01:04:07,01:26:14
315,4500,ENRIQUE CASAS CARAM,01:35:48,01:30:32,04:15 /km,13.98 km/h,00:22:09,00:44:00,01:05:38,01:26:11
316,739,FERNANDO MARTÍN GARCÍA DEL ANGEL,01:44:59,01:30:32,04:15 /km,13.98 km/h,00:23:00,00:44:28,01:05:51,01:26:20
317,19597,ALEJANDRO DIAZ DE LA VEGA LANDEROS,01:43:43,01:30:36,04:15 /km,13.97 km/h,00:21:40,00:43:42,01:05:51,01:26:22
318,14627,JOSE PABLO LIMAS CARAM,01:42:31,01:30:37,04:15 /km,13.96 km/h,00:21:27,00:43:37,01:05:40,01:26:24
319,24935,CAMILO CASTRO DE LA PENA,01:42:01,01:30:38,04:15 /km,13.96 km/h,00:21:16,00:43:31,01:05:33,01:26:16
320,26778,JONATHAN JOSUE GUTIERREZ RESENDIZ,01:45:36,01:30:40,04:15 /km,13.96 km/h,00:24:48,00:46:27,01:06:53,01:26:42
321,5009,HUMBERTO RIVERO GUTIERREZ,01:42:21,01:30:41,04:15 /km,13.96 km/h,00:21:58,00:43:31,01:05:28,01:26:25
322,2451,JOSÉ VEGA CANELA,01:36:58,01:30:47,04:15 /km,13.94 km/h,00:20:20,00:42:29,01:05:05,01:26:25
323,13202,TOMÁS DEL RIVERO RUIZ DE LA PENA,01:42:45,01:30:48,04:15 /km,13.94 km/h,00:21:22,00:43:07,01:05:03,01:26:35
324,6162,JUAN GERARDO GONZALEZ. GARCIA.,01:42:30,01:30:48,04:15 /km,13.94 km/h,00:21:08,00:42:50,01:04:50,01:26:17
325,6049,LUIS GUSTAVO OCHOA ALVIDREZ,01:43:01,01:30:50,04:15 /km,13.93 km/h,00:21:31,00:43:09,01:05:10,01:26:25
326,21527,LUIS HERNÁNDEZ RAMÍREZ,01:37:20,01:30:52,04:15 /km,13.93 km/h,00:22:51,00:44:52,01:06:29,01:26:46
327,440,SALVADOR CORREU COURTNEY,01:42:22,01:30:53,04:15 /km,13.93 km/h,00:21:49,00:43:48,01:05:27,01:26:24
328,5310,JULIO ALBERTO RODRIGUEZ GOMEZ,01:42:26,01:30:54,04:15 /km,13.92 km/h,00:21:03,00:42:44,01:05:18,01:26:32
329,19664,JOSÉ MARTÍN DÍAZ ROJAS,01:36:52,01:30:55,04:15 /km,13.92 km/h,00:21:43,00:43:28,01:05:45,01:26:38
330,6936,SEAN BEAU CANO RAYO,01:36:58,01:30:56,04:15 /km,13.92 km/h,00:21:59,00:43:44,01:05:24,01:26:39
331,11649,DIEGO DE LA SIERRA GONZALEZ,01:44:31,01:31:00,04:18 /km,13.91 km/h,00:22:19,00:43:56,01:06:16,01:26:56
332,23370,ENRIQUE MEJIA FUENTES,01:36:44,01:31:03,04:18 /km,13.90 km/h,00:21:58,00:44:02,01:05:45,01:26:43
333,19655,CARLOS PENALOZA RUEDA,01:42:58,01:31:05,04:18 /km,13.89 km/h,00:21:21,00:43:38,01:05:39,01:26:38
334,15997,NELSON XAVIER MARTÍNEZ SANTOS,01:45:22,01:31:06,04:18 /km,13.89 km/h,00:23:10,00:44:38,01:05:52,01:26:38
335,24850,LUIS FERNANDO ISSA VILLARREAL,01:42:34,01:31:06,04:18 /km,13.89 km/h,00:20:44,00:42:42,01:05:04,01:26:23
336,14201,CARLOS LEONARDO GARCIA VARGAS,01:45:24,01:31:07,04:18 /km,13.89 km/h,00:23:22,00:44:56,01:06:34,01:26:53
337,14900,LUIS ANTONIO DELGADO MORENO,01:42:37,01:31:07,04:18 /km,13.89 km/h,00:21:02,00:43:03,01:05:26,01:26:40
338,16613,JOSE MARIA TELLO HERNÁNDEZ,01:42:33,01:31:09,04:18 /km,13.88 km/h,00:20:46,00:42:01,01:03:35,01:26:12
339,21644,MAURICIO RAUL MARTINEZ GUERRERO,01:43:57,01:31:11,04:18 /km,13.88 km/h,00:21:59,00:43:51,01:05:42,01:26:36
340,12301,CARLOS HERNANDEZ NADER,01:37:09,01:31:13,04:18 /km,13.87 km/h,00:21:10,00:42:38,01:04:52,01:26:44
341,28995,NOE SANCHEZ MIRANDA,01:42:37,01:31:14,04:18 /km,13.87 km/h,00:21:11,00:42:47,01:04:56,01:26:16
342,29589,DIEGO ANTONIO VELARDE FLORES VERDAD,01:43:00,01:31:16,04:18 /km,13.86 km/h,00:20:45,00:42:37,01:05:05,01:26:43
343,850,ARTURO DIAZ FERNANDEZ GALLARDO,01:42:44,01:31:18,04:18 /km,13.86 km/h,00:21:01,00:42:48,01:05:13,01:26:53
344,3001,PABLO GARZA HUGUES,01:36:47,01:31:19,04:18 /km,13.86 km/h,00:21:15,00:43:12,01:05:39,01:26:54
345,18102,ENRICO PONTECORVO GOYENECHEA,01:36:36,01:31:20,04:18 /km,13.85 km/h,00:22:00,00:44:16,01:06:14,01:26:59
346,16392,ROBERTO ROMERO ALVAREZ MIRANDA,01:37:04,01:31:27,04:18 /km,13.84 km/h,00:22:19,00:44:26,01:06:34,01:27:25
347,5611,ARMANDO UBEDA X,01:37:03,01:31:28,04:18 /km,13.83 km/h,00:21:03,00:43:11,01:05:45,01:27:16
348,24523,DIEGO ROMERO KALIFA,01:36:59,01:31:29,04:18 /km,13.83 km/h,00:21:14,00:43:31,01:05:45,01:27:09
349,24647,SERGIO JONATAN ROMERO SALDANA,01:37:57,01:31:30,04:18 /km,13.83 km/h,00:20:59,00:42:17,01:04:59,01:27:12
350,14801,EDGAR FILEMON LEON MIRELES,01:42:53,01:31:30,04:18 /km,13.83 km/h,00:21:16,00:43:24,01:05:44,01:26:49
351,22459,JUAN PABLO HERNANDEZ JUAREZ,01:37:19,01:31:30,04:18 /km,13.83 km/h,00:20:40,00:42:20,01:04:34,01:26:32
352,10431,IVÁN GUZMÁN RODRIGUEZ,01:37:49,01:31:33,04:18 /km,13.82 km/h,00:21:29,00:43:28,01:06:06,01:27:23
353,26933,MARC SERRA CARGOL,01:43:56,01:31:33,04:18 /km,13.82 km/h,00:22:16,00:44:18,01:06:10,01:27:04
354,5014,AURELIO ORTIZ CAMACHO,01:43:18,01:31:35,04:18 /km,13.82 km/h,00:21:56,00:43:51,01:05:57,01:27:22
355,25301,XAVIER DURON SANCHEZ,01:43:19,01:31:36,04:18 /km,13.81 km/h,00:22:37,00:44:44,01:06:36,01:27:21
356,13567,JORGE GALVAN LOPEZ,01:37:43,01:31:38,04:18 /km,13.81 km/h,00:22:38,00:44:23,01:06:07,01:27:25
357,24984,DAVID DOMINGUEZ MONDRAGON,01:36:59,01:31:40,04:18 /km,13.80 km/h,00:21:22,00:43:26,01:06:01,01:27:18
358,4558,RAUL AVILA PULIDO,01:43:13,01:31:46,04:18 /km,13.79 km/h,00:21:22,00:43:18,01:05:54,01:27:17
359,18595,MARTIN BERNAL DEL CORRAL,01:44:05,01:31:47,04:18 /km,13.79 km/h,00:20:54,00:42:33,01:05:13,01:27:21
360,27361,OSCAR PEREZ NAVA,01:37:16,01:31:49,04:18 /km,13.78 km/h,00:20:18,00:41:09,01:07:27,01:27:35
361,9300,ADRIAN CARRASCO AYALA,01:37:43,01:31:49,04:18 /km,13.78 km/h,00:22:05,00:43:36,01:06:43,01:27:34
